INSERT INTO `hnk` (`ID`,`helyseg`, `jogallas`, `megye`, `jaras`, `terulet`, `nepesseg`, `lakas`) VALUES
('1741', 'Mezõzombor', 'község', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '3879', '2296', '864'),
('1742', 'Miháld', 'község', 'Zala', 'Nagykanizsai', '2164', '676', '358'),
('1743', 'Mihályfa', 'község', 'Zala', 'Zalaszentgróti', '1207', '288', '176'),
('1744', 'Mihálygerge', 'község', 'Nógrád', 'Salgótarjáni', '1106', '525', '308'),
('1745', 'Mihályháza', 'község', 'Veszprém', 'Pápai', '2152', '744', '313'),
('1746', 'Mihályi', 'község', 'Gyõr-Moson-Sopron', 'Kapuvári', '1628', '1037', '464'),
('1747', 'Mike', 'község', 'Somogy', 'Kaposvári', '3241', '547', '251'),
('1748', 'Mikebuda', 'község', 'Pest', 'Ceglédi', '4217', '685', '298'),
('1749', 'Mikekarácsonyfa', 'község', 'Zala', 'Lenti', '850', '355', '144'),
('1750', 'Mikepércs', 'község', 'Hajdú-Bihar', 'Derecskei', '3693', '5325', '1713'),
('1751', 'Miklósi', 'község', 'Somogy', 'Tabi', '1047', '178', '118'),
('1752', 'Mikófalva', 'község', 'Heves', 'Bélapátfalvai', '1441', '687', '323'),
('1753', 'Mikóháza', 'község', 'Borsod-Abaúj-Zemplén', 'Sátoraljaújhelyi', '1691', '512', '238'),
('1754', 'Mikosszéplak', 'község', 'Vas', 'Vasvári', '1866', '304', '145'),
('1755', 'Milejszeg', 'község', 'Zala', 'Zalaegerszegi', '908', '317', '154'),
('1756', 'Milota', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1539', '902', '318'),
('1757', 'Mindszent', 'város', 'Csongrád-Csanád', 'Hódmezõvásárhelyi', '5935', '6269', '3160'),
('1758', 'Mindszentgodisa', 'község', 'Baranya', 'Hegyháti', '2297', '752', '360'),
('1759', 'Mindszentkálla', 'község', 'Veszprém', 'Tapolcai', '1084', '209', '114'),
('1760', 'Misefa', 'község', 'Zala', 'Zalaegerszegi', '651', '252', '119'),
('1761', 'Miske', 'község', 'Bács-Kiskun', 'Kalocsai', '4227', '1645', '733'),
('1762', 'Miskolc', 'megyeszékhely', 'Borsod-Abaúj-Zemplén', 'Miskolci', '23667', '147480', '77541'),
('1763', 'Miszla', 'község', 'Tolna', 'Tamási', '3472', '250', '190'),
('1764', 'Mocsa', 'község', 'Komárom-Esztergom', 'Komáromi', '6719', '2118', '825'),
('1765', 'Mogyoród', 'nagyközség', 'Pest', 'Gödöllõi', '3449', '7746', '2633'),
('1766', 'Mogyorósbánya', 'község', 'Komárom-Esztergom', 'Esztergomi', '732', '841', '312'),
('1767', 'Mogyoróska', 'község', 'Borsod-Abaúj-Zemplén', 'Gönci', '1917', '86', '107'),
('1768', 'Moha', 'község', 'Fejér', 'Székesfehérvári', '988', '572', '237'),
('1769', 'Mohács', 'város', 'Baranya', 'Mohácsi', '11223', '16866', '8536'),
('1770', 'Mohora', 'község', 'Nógrád', 'Balassagyarmati', '1595', '926', '381'),
('1771', 'Molnári', 'község', 'Zala', 'Letenyei', '1286', '685', '269'),
('1772', 'Molnaszecsõd', 'község', 'Vas', 'Körmendi', '1169', '418', '180'),
('1773', 'Molvány', 'község', 'Baranya', 'Szigetvári', '1376', '186', '80'),
('1774', 'Monaj', 'község', 'Borsod-Abaúj-Zemplén', 'Szikszói', '1153', '257', '103'),
('1775', 'Monok', 'község', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '4196', '1505', '798'),
('1776', 'Monor', 'város', 'Pest', 'Monori', '4679', '18772', '7089'),
('1777', 'Monorierdõ', 'község', 'Pest', 'Monori', '1507', '4766', '1695'),
('1778', 'Mónosbél', 'község', 'Heves', 'Bélapátfalvai', '1378', '435', '146'),
('1779', 'Monostorapáti', 'község', 'Veszprém', 'Tapolcai', '2559', '1127', '488'),
('1780', 'Monostorpályi', 'község', 'Hajdú-Bihar', 'Derecskei', '4444', '2129', '957'),
('1781', 'Monoszló', 'község', 'Veszprém', 'Balatonfüredi', '746', '98', '59'),
('1782', 'Monyoród', 'község', 'Baranya', 'Bólyi', '712', '175', '91'),
('1783', 'Mór', 'város', 'Fejér', 'Móri', '10861', '13452', '5727'),
('1784', 'Mórágy', 'község', 'Tolna', 'Bonyhádi', '1761', '684', '286'),
('1785', 'Mórahalom', 'város', 'Csongrád-Csanád', 'Mórahalmi', '8314', '6529', '2784'),
('1786', 'Móricgát', 'község', 'Bács-Kiskun', 'Kiskunmajsai', '3289', '363', '321'),
('1787', 'Mórichida', 'község', 'Gyõr-Moson-Sopron', 'Téti', '3231', '840', '361'),
('1788', 'Mosdós', 'község', 'Somogy', 'Kaposvári', '1695', '902', '339'),
('1789', 'Mosonmagyaróvár', 'város', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '8378', '34372', '15676'),
('1790', 'Mosonszentmiklós', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '3071', '2557', '996'),
('1791', 'Mosonszolnok', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '4392', '1811', '626'),
('1792', 'Mosonudvar', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '157', '403', '152'),
('1793', 'Mozsgó', 'község', 'Baranya', 'Szigetvári', '2176', '991', '336'),
('1794', 'Mõcsény', 'község', 'Tolna', 'Bonyhádi', '1215', '371', '140'),
('1795', 'Mucsfa', 'község', 'Tolna', 'Bonyhádi', '1275', '276', '148'),
('1796', 'Mucsi', 'község', 'Tolna', 'Tamási', '2476', '388', '211'),
('1797', 'Múcsony', 'nagyközség', 'Borsod-Abaúj-Zemplén', 'Kazincbarcikai', '1755', '2799', '1209'),
('1798', 'Muhi', 'község', 'Borsod-Abaúj-Zemplén', 'Tiszaújvárosi', '962', '443', '210'),
('1799', 'Murakeresztúr', 'község', 'Zala', 'Nagykanizsai', '1171', '1494', '695'),
('1800', 'Murarátka', 'község', 'Zala', 'Letenyei', '1204', '201', '127'),
('1801', 'Muraszemenye', 'község', 'Zala', 'Letenyei', '1615', '517', '286'),
('1802', 'Murga', 'község', 'Tolna', 'Bonyhádi', '659', '54', '49'),
('1803', 'Murony', 'község', 'Békés', 'Békési', '3568', '1080', '543'),
('1804', 'Nábrád', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1764', '894', '366'),
('1805', 'Nadap', 'község', 'Fejér', 'Gárdonyi', '693', '790', '285'),
('1806', 'Nádasd', 'község', 'Vas', 'Körmendi', '3560', '1329', '554'),
('1807', 'Nádasdladány', 'község', 'Fejér', 'Székesfehérvári', '2635', '1760', '634'),
('1808', 'Nádudvar', 'város', 'Hajdú-Bihar', 'Hajdúszoboszlói', '22591', '8331', '3698'),
('1809', 'Nágocs', 'község', 'Somogy', 'Tabi', '2226', '603', '258'),
('1810', 'Nagyacsád', 'község', 'Veszprém', 'Pápai', '1396', '584', '255'),
('1811', 'Nagyalásony', 'község', 'Veszprém', 'Devecseri', '1401', '429', '214'),
('1812', 'Nagyar', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1599', '645', '278'),
('1813', 'Nagyatád', 'város', 'Somogy', 'Nagyatádi', '7060', '9627', '5021'),
('1814', 'Nagybajcs', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '765', '1162', '435'),
('1815', 'Nagybajom', 'város', 'Somogy', 'Kaposvári', '10806', '3345', '1133'),
('1816', 'Nagybakónak', 'község', 'Zala', 'Nagykanizsai', '1794', '359', '216'),
('1817', 'Nagybánhegyes', 'község', 'Békés', 'Mezõkovácsházai', '4224', '1084', '788'),
('1818', 'Nagybaracska', 'község', 'Bács-Kiskun', 'Bajai', '3795', '2227', '1017'),
('1819', 'Nagybarca', 'község', 'Borsod-Abaúj-Zemplén', 'Kazincbarcikai', '1439', '964', '356'),
('1820', 'Nagybárkány', 'község', 'Nógrád', 'Salgótarjáni', '884', '646', '239'),
('1821', 'Nagyberény', 'község', 'Somogy', 'Siófoki', '2314', '1281', '596'),
('1822', 'Nagyberki', 'község', 'Somogy', 'Kaposvári', '2174', '1409', '519'),
('1823', 'Nagybörzsöny', 'község', 'Pest', 'Szobi', '5065', '629', '354'),
('1824', 'Nagybudmér', 'község', 'Baranya', 'Bólyi', '1022', '152', '83'),
('1825', 'Nagycenk', 'nagyközség', 'Gyõr-Moson-Sopron', 'Soproni', '1945', '2767', '1016'),
('1826', 'Nagycsány', 'község', 'Baranya', 'Sellyei', '565', '130', '52'),
('1827', 'Nagycsécs', 'község', 'Borsod-Abaúj-Zemplén', 'Tiszaújvárosi', '983', '794', '286'),
('1828', 'Nagycsepely', 'község', 'Somogy', 'Siófoki', '1980', '353', '184'),
('1829', 'Nagycserkesz', 'község', 'Szabolcs-Szatmár-Bereg', 'Nyíregyházi', '4148', '1528', '636'),
('1830', 'Nagydém', 'község', 'Veszprém', 'Pápai', '1332', '318', '157'),
('1831', 'Nagydobos', 'község', 'Szabolcs-Szatmár-Bereg', 'Mátészalkai', '2693', '2244', '745'),
('1832', 'Nagydobsza', 'község', 'Baranya', 'Szigetvári', '1323', '525', '227'),
('1833', 'Nagydorog', 'nagyközség', 'Tolna', 'Paksi', '4144', '2474', '1082'),
('1834', 'Nagyecsed', 'város', 'Szabolcs-Szatmár-Bereg', 'Mátészalkai', '4385', '5984', '2384'),
('1835', 'Nagyér', 'község', 'Csongrád-Csanád', 'Makói', '1229', '456', '257'),
('1836', 'Nagyesztergár', 'község', 'Veszprém', 'Zirci', '1829', '1056', '402'),
('1837', 'Nagyfüged', 'község', 'Heves', 'Gyöngyösi', '2751', '1670', '710'),
('1838', 'Nagygeresd', 'község', 'Vas', 'Sárvári', '940', '274', '141'),
('1839', 'Nagygörbõ', 'község', 'Zala', 'Zalaszentgróti', '745', '164', '102'),
('1840', 'Nagygyimót', 'község', 'Veszprém', 'Pápai', '2344', '515', '249'),
('1841', 'Nagyhajmás', 'község', 'Baranya', 'Hegyháti', '1801', '245', '144'),
('1842', 'Nagyhalász', 'város', 'Szabolcs-Szatmár-Bereg', 'Ibrányi', '4430', '5337', '1989'),
('1843', 'Nagyharsány', 'község', 'Baranya', 'Siklósi', '2601', '1323', '516'),
('1844', 'Nagyhegyes', 'község', 'Hajdú-Bihar', 'Hajdúszoboszlói', '13277', '2828', '1075'),
('1845', 'Nagyhódos', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '764', '120', '85'),
('1846', 'Nagyhuta', 'község', 'Borsod-Abaúj-Zemplén', 'Sátoraljaújhelyi', '3506', '70', '42'),
('1847', 'Nagyigmánd', 'nagyközség', 'Komárom-Esztergom', 'Komáromi', '5135', '2804', '1180'),
('1848', 'Nagyiván', 'község', 'Jász-Nagykun-Szolnok', 'Tiszafüredi', '4316', '1037', '507'),
('1849', 'Nagykálló', 'város', 'Szabolcs-Szatmár-Bereg', 'Nagykállói', '6851', '8957', '3650'),
('1850', 'Nagykamarás', 'község', 'Békés', 'Mezõkovácsházai', '4310', '1122', '840'),
('1851', 'Nagykanizsa', 'megyei jogú város', 'Zala', 'Nagykanizsai', '14840', '44550', '22622'),
('1852', 'Nagykapornak', 'község', 'Zala', 'Zalaegerszegi', '2441', '897', '370'),
('1853', 'Nagykarácsony', 'község', 'Fejér', 'Dunaújvárosi', '3046', '1278', '587'),
('1854', 'Nagykáta', 'város', 'Pest', 'Nagykátai', '8161', '12208', '5089'),
('1855', 'Nagykereki', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '3727', '1342', '503'),
('1856', 'Nagykeresztúr', 'község', 'Nógrád', 'Salgótarjáni', '820', '234', '100'),
('1857', 'Nagykinizs', 'község', 'Borsod-Abaúj-Zemplén', 'Szikszói', '658', '283', '127'),
('1858', 'Nagykónyi', 'község', 'Tolna', 'Tamási', '4788', '964', '517'),
('1859', 'Nagykorpád', 'község', 'Somogy', 'Nagyatádi', '3342', '488', '218'),
('1860', 'Nagykovácsi', 'nagyközség', 'Pest', 'Budakeszi', '2767', '8733', '2899'),
('1861', 'Nagykozár', 'község', 'Baranya', 'Pécsi', '1146', '2038', '681'),
('1862', 'Nagykökényes', 'község', 'Heves', 'Hatvani', '1728', '584', '263'),
('1863', 'Nagykölked', 'község', 'Vas', 'Körmendi', '978', '178', '69'),
('1864', 'Nagykõrös', 'város', 'Pest', 'Nagykõrösi', '22794', '23327', '10590'),
('1865', 'Nagykörû', 'község', 'Jász-Nagykun-Szolnok', 'Szolnoki', '4281', '1596', '907'),
('1866', 'Nagykutas', 'község', 'Zala', 'Zalaegerszegi', '845', '423', '185'),
('1867', 'Nagylak', 'község', 'Csongrád-Csanád', 'Makói', '469', '337', '300'),
('1868', 'Nagylengyel', 'község', 'Zala', 'Zalaegerszegi', '1024', '445', '207'),
('1869', 'Nagylóc', 'község', 'Nógrád', 'Szécsényi', '3912', '1458', '695'),
('1870', 'Nagylók', 'község', 'Fejér', 'Sárbogárdi', '3244', '999', '463'),
('1871', 'Nagylózs', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '1924', '1050', '310'),
('1872', 'Nagymágocs', 'nagyközség', 'Csongrád-Csanád', 'Szentesi', '7509', '2808', '1236'),
('1873', 'Nagymányok', 'város', 'Tolna', 'Bonyhádi', '1068', '2121', '920'),
('1874', 'Nagymaros', 'város', 'Pest', 'Szobi', '3437', '5069', '2033'),
('1875', 'Nagymizdó', 'község', 'Vas', 'Körmendi', '676', '109', '78'),
('1876', 'Nagynyárád', 'község', 'Baranya', 'Mohácsi', '2434', '722', '323'),
('1877', 'Nagyoroszi', 'község', 'Nógrád', 'Rétsági', '4003', '2045', '838'),
('1878', 'Nagypáli', 'község', 'Zala', 'Zalaegerszegi', '632', '567', '198'),
('1879', 'Nagypall', 'község', 'Baranya', 'Pécsváradi', '713', '323', '154'),
('1880', 'Nagypeterd', 'község', 'Baranya', 'Szigetvári', '1163', '662', '229'),
('1881', 'Nagypirit', 'község', 'Veszprém', 'Devecseri', '1017', '230', '158'),
('1882', 'Nagyrábé', 'nagyközség', 'Hajdú-Bihar', 'Püspökladányi', '8542', '1889', '928'),
('1883', 'Nagyrada', 'község', 'Zala', 'Nagykanizsai', '1285', '460', '201'),
('1884', 'Nagyrákos', 'község', 'Vas', 'Körmendi', '1611', '236', '133'),
('1885', 'Nagyrécse', 'község', 'Zala', 'Nagykanizsai', '2699', '1043', '403'),
('1886', 'Nagyréde', 'nagyközség', 'Heves', 'Gyöngyösi', '3434', '3184', '1262'),
('1887', 'Nagyrév', 'község', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '2979', '604', '373'),
('1888', 'Nagyrozvágy', 'község', 'Borsod-Abaúj-Zemplén', 'Cigándi', '2681', '585', '290'),
('1889', 'Nagysáp', 'község', 'Komárom-Esztergom', 'Esztergomi', '2478', '1423', '509'),
('1890', 'Nagysimonyi', 'község', 'Vas', 'Celldömölki', '1567', '972', '426'),
('1891', 'Nagyszakácsi', 'község', 'Somogy', 'Marcali', '2137', '366', '278'),
('1892', 'Nagyszékely', 'község', 'Tolna', 'Tamási', '3671', '375', '227'),
('1893', 'Nagyszekeres', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1051', '444', '204'),
('1894', 'Nagyszénás', 'nagyközség', 'Békés', 'Orosházi', '9556', '4572', '2287'),
('1895', 'Nagyszentjános', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '3030', '1829', '673'),
('1896', 'Nagyszokoly', 'község', 'Tolna', 'Tamási', '2799', '885', '420'),
('1897', 'Nagytálya', 'község', 'Heves', 'Egri', '1319', '935', '370'),
('1898', 'Nagytarcsa', 'község', 'Pest', 'Gödöllõi', '1214', '6293', '2210'),
('1899', 'Nagytevel', 'község', 'Veszprém', 'Pápai', '1441', '513', '216'),
('1900', 'Nagytilaj', 'község', 'Vas', 'Vasvári', '1566', '143', '135'),
('1901', 'Nagytótfalu', 'község', 'Baranya', 'Siklósi', '1117', '303', '129'),
('1902', 'Nagytõke', 'község', 'Csongrád-Csanád', 'Szentesi', '5468', '312', '223'),
('1903', 'Nagyút', 'község', 'Heves', 'Füzesabonyi', '1894', '657', '337'),
('1904', 'Nagyvarsány', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '1255', '1352', '548'),
('1905', 'Nagyváty', 'község', 'Baranya', 'Szigetvári', '1267', '297', '129'),
('1906', 'Nagyvázsony', 'község', 'Veszprém', 'Veszprémi', '7629', '1720', '686'),
('1907', 'Nagyvejke', 'község', 'Tolna', 'Bonyhádi', '777', '140', '84'),
('1908', 'Nagyveleg', 'község', 'Fejér', 'Móri', '1317', '655', '272'),
('1909', 'Nagyvenyim', 'nagyközség', 'Fejér', 'Dunaújvárosi', '4368', '4113', '1552'),
('1910', 'Nagyvisnyó', 'község', 'Heves', 'Bélapátfalvai', '4302', '876', '510'),
('1911', 'Nak', 'község', 'Tolna', 'Dombóvári', '2778', '506', '281'),
('1912', 'Napkor', 'község', 'Szabolcs-Szatmár-Bereg', 'Nyíregyházi', '3735', '3623', '1349'),
('1913', 'Nárai', 'község', 'Vas', 'Szombathelyi', '1599', '1519', '517'),
('1914', 'Narda', 'község', 'Vas', 'Szombathelyi', '1035', '498', '197'),
('1915', 'Naszály', 'község', 'Komárom-Esztergom', 'Tatai', '3022', '2397', '884'),
('1916', 'Négyes', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '1732', '251', '226'),
('1917', 'Nekézseny', 'község', 'Borsod-Abaúj-Zemplén', 'Ózdi', '1410', '646', '341'),
('1918', 'Nemesapáti', 'község', 'Zala', 'Zalaegerszegi', '1037', '497', '218'),
('1919', 'Nemesbikk', 'község', 'Borsod-Abaúj-Zemplén', 'Tiszaújvárosi', '2410', '940', '370'),
('1920', 'Nemesborzova', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '220', '98', '44'),
('1921', 'Nemesbõd', 'község', 'Vas', 'Szombathelyi', '914', '637', '256'),
('1922', 'Nemesbük', 'község', 'Zala', 'Keszthelyi', '998', '823', '378'),
('1923', 'Nemescsó', 'község', 'Vas', 'Kõszegi', '738', '288', '125'),
('1924', 'Nemesdéd', 'község', 'Somogy', 'Marcali', '2661', '738', '314'),
('1925', 'Nemesgörzsöny', 'község', 'Veszprém', 'Pápai', '1925', '625', '296'),
('1926', 'Nemesgulács', 'község', 'Veszprém', 'Tapolcai', '835', '917', '382'),
('1927', 'Nemeshany', 'község', 'Veszprém', 'Sümegi', '1050', '329', '160'),
('1928', 'Nemeshetés', 'község', 'Zala', 'Zalaegerszegi', '661', '287', '195'),
('1929', 'Nemeske', 'község', 'Baranya', 'Szigetvári', '1057', '197', '107'),
('1930', 'Nemeskér', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '642', '194', '94'),
('1931', 'Nemeskeresztúr', 'község', 'Vas', 'Celldömölki', '1217', '282', '170'),
('1932', 'Nemeskisfalud', 'község', 'Somogy', 'Marcali', '282', '190', '44'),
('1933', 'Nemeskocs', 'község', 'Vas', 'Celldömölki', '793', '330', '143'),
('1934', 'Nemeskolta', 'község', 'Vas', 'Szombathelyi', '734', '344', '143'),
('1935', 'Nemesládony', 'község', 'Vas', 'Sárvári', '567', '161', '96'),
('1936', 'Nemesmedves', 'község', 'Vas', 'Szentgotthárdi', '474', '24', '14'),
('1937', 'Nemesnádudvar', 'község', 'Bács-Kiskun', 'Bajai', '5878', '1713', '740'),
('1938', 'Nemesnép', 'község', 'Zala', 'Lenti', '972', '117', '89'),
('1939', 'Nemespátró', 'község', 'Zala', 'Nagykanizsai', '1225', '241', '161'),
('1940', 'Nemesrádó', 'község', 'Zala', 'Zalaegerszegi', '1402', '304', '175'),
('1941', 'Nemesrempehollós', 'község', 'Vas', 'Körmendi', '1205', '287', '150'),
('1942', 'Nemessándorháza', 'község', 'Zala', 'Zalaegerszegi', '1115', '287', '172'),
('1943', 'Nemesvámos', 'község', 'Veszprém', 'Veszprémi', '4078', '3045', '1010'),
('1944', 'Nemesvid', 'község', 'Somogy', 'Marcali', '1838', '640', '318'),
('1945', 'Nemesvita', 'község', 'Veszprém', 'Tapolcai', '925', '307', '196'),
('1946', 'Nemesszalók', 'község', 'Veszprém', 'Pápai', '2056', '847', '360'),
('1947', 'Nemesszentandrás', 'község', 'Zala', 'Zalaegerszegi', '546', '262', '131'),
('1948', 'Németbánya', 'község', 'Veszprém', 'Pápai', '1219', '110', '88'),
('1949', 'Németfalu', 'község', 'Zala', 'Zalaegerszegi', '867', '192', '72'),
('1950', 'Németkér', 'község', 'Tolna', 'Paksi', '6497', '1638', '748'),
('1951', 'Nemti', 'község', 'Nógrád', 'Bátonyterenyei', '1106', '746', '432'),
('1952', 'Neszmély', 'község', 'Komárom-Esztergom', 'Tatai', '2772', '1345', '562'),
('1953', 'Nézsa', 'község', 'Nógrád', 'Rétsági', '1867', '1229', '486'),
('1954', 'Nick', 'község', 'Vas', 'Sárvári', '1140', '522', '229'),
('1955', 'Nikla', 'község', 'Somogy', 'Marcali', '2335', '671', '323'),
('1956', 'Nógrád', 'község', 'Nógrád', 'Rétsági', '2954', '1662', '696'),
('1957', 'Nógrádkövesd', 'község', 'Nógrád', 'Balassagyarmati', '899', '644', '299'),
('1958', 'Nógrádmarcal', 'község', 'Nógrád', 'Balassagyarmati', '1993', '476', '204'),
('1959', 'Nógrádmegyer', 'község', 'Nógrád', 'Szécsényi', '2277', '1560', '581'),
('1960', 'Nógrádsáp', 'község', 'Nógrád', 'Rétsági', '1547', '908', '380'),
('1961', 'Nógrádsipek', 'község', 'Nógrád', 'Szécsényi', '2012', '646', '303'),
('1962', 'Nógrádszakál', 'község', 'Nógrád', 'Szécsényi', '1872', '628', '253'),
('1963', 'Nóráp', 'község', 'Veszprém', 'Pápai', '758', '184', '99'),
('1964', 'Noszlop', 'község', 'Veszprém', 'Devecseri', '3406', '911', '410'),
('1965', 'Noszvaj', 'község', 'Heves', 'Egri', '1884', '2146', '762'),
('1966', 'Nova', 'község', 'Zala', 'Lenti', '3929', '807', '356'),
('1967', 'Novaj', 'község', 'Heves', 'Egri', '1852', '1306', '568'),
('1968', 'Novajidrány', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '1431', '1312', '451'),
('1969', 'Nõtincs', 'község', 'Nógrád', 'Rétsági', '2047', '1155', '522'),
('1970', 'Nyalka', 'község', 'Gyõr-Moson-Sopron', 'Pannonhalmi', '1286', '498', '202'),
('1971', 'Nyárád', 'község', 'Veszprém', 'Pápai', '1979', '820', '359'),
('1972', 'Nyáregyháza', 'község', 'Pest', 'Monori', '3201', '3772', '1489'),
